"","y","x1","x2","x3","x4","x5","x6","x7","x8"
"1",10.046683779013,115.33960207456,5.10046683779013,4415.46792747774,263.623144903968,344.758934444299,1446.45818521122,173,-29.4205530448061
"2",8.92435879160014,120.331106693747,4.089243587916,5394.82208992061,233.970867565591,320.087923651577,-18.0545491547938,182,25.1891509815032
"3",11.6064648032118,131.198523607407,3.11606464803212,4657.3550126141,192.525036545399,389.136939587041,-134.483299418981,236,-38.663292146557
"4",9.99198264155225,117.699175296234,4.09991982641552,4234.91985855454,258.653171382977,365.722148144454,795.182540759244,188,-27.1056025294077
"5",8.96298699819749,115.032994612872,3.08962986998197,3865.16756796493,172.626412738288,-1073.04545473183,1933.94568256306,197,22.3221647491164
"6",11.2862481180714,110.310385993214,4.11286248118071,4428.68969829134,274.399435844109,-129.305997511242,1792.36252862744,208,-47.3756206964563
"7",10.6559508400416,123.609798681328,5.10655950840042,4421.77464415269,246.105759895423,32.4009759908497,-602.391884089853,195,-47.4268727561564
"8",10.2075711612121,115.505357226279,4.10207571161212,5047.0972545056,225.398415067019,296.626142355332,2280.7469630223,188,-36.1446978537955
"9",12.8129407856613,128.286368398101,5.12812940785661,4987.08572578843,241.495402833817,-484.417836967808,-75.2081985873516,199,11.4839313917983
"10",10.820228200181,112.558480032532,3.10820228200181,3973.538669152,265.588826133571,765.343440208289,-2280.09374088842,160,-49.9225775214549
"11",10.2895360735381,123.173915253178,6.10289536073538,4327.93727630432,237.09028321697,380.959862560271,-375.688824444834,186,-34.470506965332
"12",7.92734157906951,115.654522298361,3.07927341579069,4576.42137225562,246.282685506947,280.366752204013,-734.491563392706,210,51.5110803926425
"13",9.87152032545023,123.435322581399,6.0987152032545,6168.72345676789,227.623014003476,-67.0558834222579,-1325.47801850842,190,-21.9255175797775
"14",10.6047798323422,118.969210207227,6.10604779832342,4421.23067764623,250.817780607518,-100.629748737832,-1619.25525284797,201,-48.3107013987518
"15",10.9618743708273,124.605542502428,4.10961874370827,5190.0813448609,230.879649508811,279.053789666106,-2046.03946309457,212,-50.8710995676263
"16",10.1479413763445,123.720406472451,3.10147941376345,4911.49035708886,236.680752552738,608.960941490479,1090.18849988419,212,-33.0548941510731
"17",8.81928115575979,111.815598104461,5.0881928115576,3818.88986005217,262.991637151312,840.349178039759,3193.10098807727,198,29.0846191528877
"18",11.0405515704044,120.525243645802,5.11040551570404,4515.94688948938,250.436460644516,-34.5179633829632,-3693.69139779705,198,-50.6487267106262
"19",10.6627850716792,113.574489242839,3.10662785071679,3566.84749274241,252.603327126924,1091.18290221511,-857.305975691326,203,-45.6500127123834
"20",10.670918464413,121.754384060988,6.10670918464413,4871.93425043708,249.21527461067,136.632541457721,1769.02740763961,207,-44.9712389979146
"21",10.8416449834022,123.614090578018,7.10841644983402,5098.77063297306,260.902494651096,235.77730417563,-119.077232666851,211,-51.2863478187148
"22",11.2934983840548,119.519185566533,7.11293498384055,4518.77155287532,233.753422934386,-4.45243151921414,-187.075224019916,209,-47.2238263424033
"23",10.5884716701376,119.821716103221,6.10588471670138,3701.05786615465,249.512218528343,-363.450996603308,-213.260035055291,206,-44.9953228740657
"24",10.426220578299,117.320803496258,5.10426220578299,4509.35303777367,227.050917901813,-85.8178744971937,-2280.21959472537,205,-45.2288012916494
"25",10.3728963749216,122.477326924542,7.10372896374922,4823.79848960243,213.654325816472,636.689147405641,-369.093498446143,181,-40.8190588383475
"26",10.1214254004397,120.705815979826,5.1012142540044,4551.22162606833,234.622189103101,87.9442900244931,1940.19329123551,187,-32.9808044526462
"27",7.90555113814378,119.633471025358,6.07905551138144,5296.2488693989,238.361402346101,111.307619125463,687.562962311506,186,47.1372517432385
"28",9.25440516142151,113.824752924945,5.09254405161422,4677.82200744587,252.868548520778,418.445102842236,-7.98270074667976,182,8.64703789568211
"29",11.872478685711,125.709435491244,4.11872478685711,4435.47787507133,260.285912357766,668.962198494053,-2066.90324170869,214,-30.9214683324688
"30",10.1100048703976,125.303725030567,5.10110004870398,4641.10609923973,239.397850927934,530.348597973455,-253.804714179185,213,-32.2436422007188
"31",9.88450468514647,118.00991671271,6.09884504685146,4683.85171643534,289.681726156722,-452.23877040581,-2298.4129124277,176,-22.7397900807203
"32",10.7506551644595,127.075141298805,4.10750655164459,4917.78829323256,261.891808904361,278.406272495447,-4092.45374434556,198,-47.8287370928089
"33",11.7799264414282,120.002467566828,4.11779926441428,5064.38333348273,256.433672266605,476.884624669545,-1786.54381009734,188,-35.4276940342611
"34",9.97872699771954,124.301667697501,5.0997872699772,5089.78749624751,247.048400411412,325.572256200976,1799.1066799492,209,-26.7759345857788
"35",10.2528338914951,114.88481226212,5.10252833891495,4417.56030140329,255.44228020816,176.399700743861,16.7018671735406,196,-36.6099132201698
"36",8.83474353433519,124.293474211506,5.08834743534335,4854.02634665874,251.052266180142,303.476276781303,1628.30292882248,209,27.6803840381576
"37",9.32024792441944,116.883006319619,6.09320247924419,4048.43351068632,274.095720887839,-16.6423607783845,1639.83299705252,179,5.08656436846235
"38",10.1039658247545,124.631574515406,5.10103965824755,4191.0450626939,263.037094279412,353.936160338959,1835.55710426282,204,-31.1253935008346
"39",10.26477344943,122.187047860352,4.1026477344943,5542.68278698406,256.216147931632,363.609279486119,-2371.9775114589,179,-36.0033492610583
"40",8.68781523246223,116.593908851741,9.08687815232462,4312.7390667567,257.409600427019,-451.317076634512,-70.3468049448445,201,33.1316644508133
"41",8.56416297782754,114.921567381034,5.08564162977828,4941.6724437554,239.78177893671,130.896480368532,-61.2738775352664,215,37.2297635819723
"42",11.7340230480598,128.482744709538,6.1173402304806,5198.8436484462,213.44749421446,-448.065263534486,-1919.00015819141,204,-36.1622175755365
"43",10.491064439365,121.003080197139,6.10491064439365,4285.03121653545,262.631545900849,-274.18722607397,980.040480331683,220,-45.4776278600804
"44",9.94320537898905,112.844844113154,5.09943205378989,4369.43366660438,260.597699786915,210.157105186317,239.78570821799,216,-24.602310186424
"45",9.1314327354059,124.127857229826,7.09131432735406,4631.69153190062,263.570338320294,579.30022657076,3018.5883742227,178,14.9060000926223
