time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-05-20T04:30:03.100Z,38.8358,-122.8028,2.7,0.9,Md,13,61.2,0.00898315,0.02,nc,nc72224536,2014-05-20T05:10:07.553Z,"7km WNW of Cobb, California",earthquake
2014-05-20T04:29:32.200Z,35.5228,-92.1715,3.5,2.2,md,13,75.5999939520005,0.1796631,0.27,nm,nm052014b,2014-05-20T12:52:48.616Z,"12km SE of Fairfield Bay, Arkansas",earthquake
2014-05-20T04:22:13.000Z,51.6204,-173.4462,13.2,2.2,ml,,,,0.53,ak,ak11266767,2014-05-20T18:34:46.502Z,"82km SE of Atka, Alaska",earthquake
2014-05-20T04:15:47.300Z,38.788,-122.7453,1.2,1.2,Md,14,57.6,0.00898315,0.03,nc,nc72224526,2014-05-20T08:48:07.215Z,"1km NE of The Geysers, California",earthquake
2014-05-20T04:14:13.200Z,38.7885,-122.748,1,0.9,Md,9,86.4,0.00898315,0.01,nc,nc72224521,2014-05-20T04:44:08.385Z,"1km NNE of The Geysers, California",earthquake
2014-05-20T04:13:50.100Z,38.7847,-122.7515,0,1.8,Md,28,54,0.00898315,0.1,nc,nc72224516,2014-05-20T08:13:08.244Z,"0km NNE of The Geysers, California",earthquake
2014-05-20T03:58:32.310Z,35.4727,-97.2715,7.03,3,mb_lg,,41,0.121,0.49,us,usb000qw05,2014-05-21T06:02:55.117Z,"2km S of Choctaw, Oklahoma",earthquake
2014-05-20T03:42:18.070Z,38.6753333,-122.8956667,7.82,1.17,md,28,96,0.08533,0.07,nc,nc72224511,2014-05-24T01:36:08.109Z,"7km NNW of Healdsburg, California",earthquake
2014-05-20T03:20:20.300Z,38.839,-122.8278,2.4,1,Md,20,50.4,0.01796631,0.03,nc,nc72224506,2014-05-20T04:10:05.173Z,"9km WNW of Cobb, California",earthquake
2014-05-20T03:16:19.000Z,37.5453,-118.971,5.1,0.3,Md,11,237.6,0.07186522,0.05,nc,nc72224501,2014-05-20T18:22:06.944Z,"11km S of Mammoth Lakes, California",earthquake
2014-05-20T03:06:57.200Z,38.9598,-123.1958,5.9,1.7,Md,7,111.6,0.01796631,0.03,nc,nc72224496,2014-05-20T07:02:10.248Z,"15km ESE of Boonville, California",earthquake
2014-05-20T03:01:51.600Z,37.6303,-118.8692,9.6,0.4,Md,14,97.2,0.01796631,0.04,nc,nc72224491,2014-05-20T17:55:08.933Z,"9km ESE of Mammoth Lakes, California",earthquake
2014-05-20T02:48:39.800Z,38.8097,-122.796,3.2,0.7,Md,15,75.6,0,0.02,nc,nc72224476,2014-05-20T03:30:07.031Z,"4km NW of The Geysers, California",earthquake
2014-05-20T02:47:45.000Z,63.2349,-149.3642,89.1,2.4,ml,,,,0.65,ak,ak11266750,2014-05-20T02:59:13.802Z,"27km SW of Cantwell, Alaska",earthquake
2014-05-20T02:37:42.200Z,37.5427,-118.8767,7.1,0.4,Md,12,252,0.06288207,0.04,nc,nc72224471,2014-05-20T17:30:11.059Z,"14km SE of Mammoth Lakes, California",earthquake
2014-05-20T02:34:13.500Z,38.7973,-122.8205,4.4,0.6,Md,5,226.8,0.00898315,0.04,nc,nc72224466,2014-05-20T03:15:09.374Z,"5km WNW of The Geysers, California",earthquake
2014-05-20T02:30:07.000Z,67.7078,-162.391,4,3.1,ml,,,,0.73,ak,ak11266747,2014-05-20T10:32:38.882Z,"28km ENE of Noatak, Alaska",earthquake
2014-05-20T02:26:22.000Z,60.4463,-147.4262,13.7,1.7,ml,,,,0.81,ak,ak11266743,2014-05-20T02:37:43.094Z,"77km ESE of Whittier, Alaska",earthquake
2014-05-20T02:20:47.000Z,60.7278,-149.4964,18.9,2.5,ml,,,,0.77,ak,ak11266736,2014-05-20T10:23:21.101Z,"44km W of Whittier, Alaska",earthquake
2014-05-20T02:20:04.000Z,63.3871,-149.0055,66.9,1.1,ml,,,,0.81,ak,ak11266735,2014-05-20T02:27:38.523Z,"2km W of Cantwell, Alaska",earthquake
2014-05-20T02:07:54.550Z,33.3075,-116.1915,11.01,1.04,ml,24,197,0.1483,0.17,ci,ci15503473,2014-05-20T18:46:49.040Z,"17km SW of Desert Shores, California",earthquake
2014-05-20T02:05:12.000Z,63.8206,-146.2002,34.9,1.2,ml,,,,0.87,ak,ak11266730,2014-05-20T02:19:00.320Z,"33km SW of Delta Junction, Alaska",earthquake
2014-05-20T02:00:30.000Z,59.9031,-152.968,100,2.5,ml,,,,1.06,ak,ak11266725,2014-05-20T10:03:01.602Z,"65km WNW of Anchor Point, Alaska",earthquake
2014-05-20T01:55:51.000Z,59.6477,-152.9488,100,2.2,ml,,,,0.69,ak,ak11266719,2014-05-20T02:10:20.032Z,"64km WSW of Anchor Point, Alaska",earthquake
2014-05-20T01:39:14.490Z,18.1568,-99.9519,62.74,4.9,mb,,126,1.378,1.01,us,usb000qvxw,2014-05-21T01:01:23.262Z,"9km W of Apaxtla de Castrejon, Mexico",earthquake
2014-05-20T01:23:57.190Z,34.1595,-116.4368333,12.4,1.7,ml,50,40,0.04521,0.14,ci,ci15503457,2014-05-20T18:20:17.290Z,"5km N of Yucca Valley, California",earthquake
2014-05-20T01:21:06.100Z,46.8452,-121.7607,3.7,0,Md,,82.8,0.01796631,0.03,uw,uw60776257,2014-05-20T05:45:56.577Z,"27km NNW of Packwood, Washington",earthquake
2014-05-20T01:03:00.000Z,35.5234,-92.1703,5.9,1.8,md,8,129.599989632001,0.1796631,0.26,nm,nm052014d,2014-05-20T13:16:53.598Z,"12km SE of Fairfield Bay, Arkansas",earthquake
2014-05-20T00:58:01.000Z,63.4497,-149.0032,4,1.1,ml,,,,0.35,ak,ak11266702,2014-05-20T01:13:01.562Z,"6km NNW of Cantwell, Alaska",earthquake
2014-05-20T00:46:10.200Z,35.5191,-92.1563,0.1,1.9,md,10,133.199989344001,0.1886462,0.38,nm,nm052014c,2014-05-20T13:02:36.939Z,"11km WNW of Heber Springs, Arkansas",earthquake
2014-05-20T00:33:02.600Z,38.8128,-122.812,3,1.1,Md,23,46.8,0.00898315,0.03,nc,nc72224426,2014-05-20T06:02:13.506Z,"6km NW of The Geysers, California",earthquake
2014-05-20T00:25:45.800Z,47.5758,-122.694,23.1,0.6,Md,,277.2,0.07186522,0.11,uw,uw60776187,2014-05-20T05:43:50.333Z,"2km SSE of Erlands Point-Kitsap Lake, Washington",earthquake
2014-05-20T00:23:35.300Z,38.7993,-122.7987,3.2,0.9,Md,19,61.2,0.00898315,0.02,nc,nc72224411,2014-05-20T00:25:11.333Z,"4km WNW of The Geysers, California",earthquake
2014-05-20T00:22:46.700Z,35.512,-92.1625,4.8,1.8,md,8,187.199985024001,0.1796631,0.58,nm,nm052014e,2014-05-20T13:24:18.030Z,"12km W of Heber Springs, Arkansas",earthquake
2014-05-20T00:10:06.370Z,36.0545,-117.8466667,0.9,0.67,ml,8,136,0.05861,0.09,ci,ci15503449,2014-05-20T18:09:38.701Z,"45km N of Inyokern, California",earthquake
2014-05-20T00:00:10.900Z,46.521,-122.5055,1.1,0.6,Md,,230.4,0.22457882,0.27,uw,uw60776132,2014-05-20T05:41:34.047Z,"18km WSW of Morton, Washington",earthquake
2014-05-19T23:55:44.500Z,38.8243,-122.7793,2.3,0.8,Md,14,75.6,0.00898315,0.04,nc,nc72224401,2014-05-19T23:57:21.263Z,"4km W of Cobb, California",earthquake
2014-05-19T23:54:01.100Z,38.8258,-122.7787,2.4,1.9,Md,25,46.8,0.00898315,0.03,nc,nc72224396,2014-05-20T03:44:05.942Z,"4km W of Cobb, California",earthquake
2014-05-19T23:39:04.950Z,36.1035,-117.6785,10.17,0.42,ml,9,101,0.08918,0.09,ci,ci15503441,2014-05-20T18:07:53.687Z,"44km NNW of Searles Valley, California",earthquake
2014-05-19T23:38:14.600Z,37.4883,-118.8448,7.5,1.9,Md,20,169.2,0.09881468,0.02,nc,nc72224391,2014-05-20T03:43:09.634Z,"21km SSE of Mammoth Lakes, California",earthquake
2014-05-19T23:32:07.830Z,32.8578333,-116.2135,4.12,1.55,ml,22,166,0.06637,0.14,ci,ci15503433,2014-05-20T18:05:37.160Z,"29km E of Pine Valley, California",earthquake
2014-05-19T23:17:11.000Z,62.2653,-142.4882,2.4,1.5,ml,,,,0.83,ak,ak11266696,2014-05-24T00:13:47.466Z,"122km SSE of Tok, Alaska",earthquake
2014-05-19T23:09:45.680Z,38.8068352,-122.7693329,2.09,0.5,md,17,52,0.01095,0.04,nc,nc72224381,2014-05-19T23:33:05.941Z,"3km NNW of The Geysers, California",earthquake
2014-05-19T23:08:22.700Z,19.4165,-155.3185,4.3,1.9,Ml,,82.8,0.01796631,0.08,hv,hv60697111,2014-05-21T01:39:05.238Z,"8km W of Volcano, Hawaii",earthquake
2014-05-19T23:07:55.000Z,64.986,-147.338,0,1,ml,,,,0.2,ak,ak11266692,2014-05-24T00:13:46.304Z,"22km NNE of Badger, Alaska",earthquake
2014-05-19T23:03:00.000Z,65.0485,-152.6808,5.1,1.8,ml,,,,0.96,ak,ak11266687,2014-05-24T00:13:49.867Z,"31km WSW of Tanana, Alaska",earthquake
2014-05-19T22:47:21.120Z,-57.085,-25.3856,62.81,5.4,mb,,69,6.876,1.37,us,usb000qvt4,2014-05-20T21:40:26.000Z,"118km ESE of Visokoi Island, ",earthquake
2014-05-19T22:44:05.660Z,33.4965,-116.5336667,15.45,1.29,ml,32,83,0.0573,0.18,ci,ci15503425,2014-05-20T18:03:49.230Z,"14km ESE of Anza, California",earthquake
2014-05-19T22:43:07.000Z,63.3149,-151.288,11.6,1.3,ml,,,,0.52,ak,ak11266685,2014-05-24T00:14:23.771Z,"117km W of Cantwell, Alaska",earthquake
2014-05-19T22:41:10.740Z,34.1605,-116.4348333,11.78,2.79,ml,86,20,0.04346,0.12,ci,ci15503417,2014-05-20T18:00:50.776Z,"5km N of Yucca Valley, California",earthquake
2014-05-19T22:37:59.800Z,46.1995,-123.0298,0,0.8,Md,,100.8,0.09881468,0.26,uw,uw60776047,2014-05-20T18:32:21.245Z,"4km NW of West Longview, Washington",quarry
2014-05-19T22:08:47.000Z,63.4438,-144.9324,18.6,0.7,ml,,,,0.24,ak,ak11266636,2014-05-24T00:13:48.645Z,"49km SSE of Deltana, Alaska",earthquake
2014-05-19T22:00:37.000Z,51.5059,-177.1141,40,1.3,ml,,,,0.34,ak,ak11270857,2014-05-24T00:16:16.572Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-05-19T21:59:08.000Z,60.1331,-153.0091,106.2,1.6,ml,,,,0.24,ak,ak11270856,2014-05-24T00:15:46.988Z,"41km SSW of Redoubt Volcano, Alaska",earthquake
2014-05-19T21:50:28.900Z,17.5643,-67.9606,68,3.2,Md,8,309.6,0.92167148,0.2,pr,pr14139008,2014-05-20T05:53:05.055Z,"93km WSW of Pole Ojea, Puerto Rico",earthquake
2014-05-19T21:09:30.100Z,36.59,-121.0533,7.3,1,Md,12,64.8,0.01796631,0.07,nc,nc72224281,2014-05-23T22:08:06.270Z,"Central California",earthquake
2014-05-19T21:04:29.000Z,62.8398,-149.076,74.6,1.3,ml,,,,0.54,ak,ak11266588,2014-05-24T00:13:52.433Z,"Central Alaska",earthquake
2014-05-19T21:00:20.270Z,33.858,-117.5023333,0.01,1.75,ml,33,102,0.05197,0.15,ci,ci15503409,2014-05-20T17:41:24.740Z,"2km SE of Home Gardens, California",quarry_blast
2014-05-19T20:56:58.000Z,63.2948,-151.0787,15.2,0.7,ml,,,,0.76,ak,ak11266587,2014-05-24T00:13:26.310Z,"Central Alaska",earthquake
2014-05-19T20:41:17.000Z,51.0785,-176.3599,25.6,1.6,ml,,,,0.31,ak,ak11270853,2014-05-24T00:16:15.372Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-05-19T20:39:47.910Z,34.5526667,-118.28,7,1.37,ml,25,61,0.06171,0.1,ci,ci15503401,2014-05-20T17:37:04.640Z,"7km NNE of Agua Dulce, California",earthquake
2014-05-19T20:33:47.500Z,19.4135,-155.3153,5.1,2.5,Ml,,79.2,0.01796631,0.09,hv,hv60697006,2014-05-21T22:40:11.000Z,"8km WSW of Volcano, Hawaii",earthquake
2014-05-19T20:22:17.700Z,19.3857,-155.4455,9.7,2.1,Ml,,39.6,0.01796631,0.11,hv,hv60696991,2014-05-19T21:49:36.452Z,"20km N of Pahala, Hawaii",earthquake
2014-05-19T20:20:04.000Z,59.8698,-151.5309,68.4,1.3,ml,,,,0.18,ak,ak11270852,2014-05-24T00:16:14.215Z,"Kenai Peninsula, Alaska",earthquake
2014-05-19T20:13:51.060Z,34.2543333,-116.8231667,7.31,1.75,ml,54,37,0.08121,0.11,ci,ci15503393,2014-05-20T17:34:14.710Z,"2km ESE of Big Bear City, California",earthquake
2014-05-19T20:11:25.100Z,34.2543333,-116.8225,6.17,1.09,ml,24,59,0.08176,0.1,ci,ci15503385,2014-05-20T17:28:53.590Z,"2km ESE of Big Bear City, California",earthquake
2014-05-19T20:08:51.620Z,34.2533333,-116.8248333,7.53,3.84,ml,112,18,0.04125,0.15,ci,ci15503377,2014-05-21T22:58:40.000Z,"2km ESE of Big Bear City, California",earthquake
2014-05-19T20:08:37.700Z,34.2553333,-116.8245,7.85,1.74,ml,40,75,0.08002,0.11,ci,ci15503369,2014-05-20T21:05:58.720Z,"1km ESE of Big Bear City, California",earthquake
2014-05-19T20:08:24.000Z,52.0034,-173.8849,10,1.7,ml,,,,0.4,ak,ak11266582,2014-05-24T00:13:24.954Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-05-19T20:01:15.000Z,63.3536,-145.0138,2.2,3.2,ml,,,,0.96,ak,ak11266575,2014-05-24T00:17:42.940Z,"58km S of Deltana, Alaska",earthquake
2014-05-19T19:33:05.610Z,12.7759,-89.5982,63.54,4.6,mb,,206,0.973,0.36,us,usb000qvc1,2014-05-21T23:24:38.243Z,"84km SSW of La Libertad, El Salvador",earthquake
2014-05-19T19:31:14.000Z,60.6533,-151.2609,62.4,1.3,ml,,,,0.22,ak,ak11270849,2014-05-24T00:16:12.871Z,"Kenai Peninsula, Alaska",earthquake
2014-05-19T19:28:36.000Z,51.4546,-177.9803,23.7,1.1,ml,,,,0.11,ak,ak11270848,2014-05-24T00:15:45.787Z,"49km SSE of Tanaga Volcano, Alaska",earthquake
2014-05-19T19:27:22.420Z,15.3598,-91.3355,22.06,4.7,mb,,74,0.167,0.99,us,usb000qvbi,2014-05-22T15:27:13.531Z,"3km NW of Aguacatan, Guatemala",earthquake
2014-05-19T19:25:40.000Z,63.314,-151.3246,14.1,1.6,ml,,,,0.73,ak,ak11266573,2014-05-24T00:13:54.899Z,"119km W of Cantwell, Alaska",earthquake
2014-05-19T19:13:24.710Z,38.265,-118.6712,3.48,1.02,ml,8,209.09,0.202,,nn,nn00446947,2014-05-19T19:17:17.000Z,"29km S of Hawthorne, Nevada",earthquake
2014-05-19T19:09:21.300Z,19.4175,-155.3182,4.6,1.7,Ml,,82.8,0.01796631,0.09,hv,hv60696946,2014-05-21T02:23:51.125Z,"8km W of Volcano, Hawaii",earthquake
2014-05-19T19:03:21.670Z,32.851,-116.8921667,0.01,1.03,ml,10,81,0.05576,0.19,ci,ci15503361,2014-05-20T17:22:47.380Z,"2km ESE of Lakeside, California",quarry_blast
2014-05-19T18:57:47.000Z,52.3922,-167.34,20,2.4,ml,,,,0.27,ak,ak11266571,2014-05-24T00:13:23.770Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2014-05-19T18:55:12.600Z,37.5367,-118.8807,6.5,0.4,Md,7,291.6,0.07186522,0.02,nc,nc72224226,2014-05-19T21:20:05.073Z,"14km SSE of Mammoth Lakes, California",earthquake
2014-05-19T18:50:54.680Z,52.803,159.4736,72.5,4.6,mb,,161,0.545,0.79,us,usb000qv82,2014-05-22T15:48:08.144Z,"61km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-05-19T18:49:19.800Z,37.5338,-118.879,5.8,1.8,Md,34,104.4,0.07186522,0.06,nc,nc72224216,2014-05-20T00:32:08.126Z,"15km SSE of Mammoth Lakes, California",earthquake
2014-05-19T18:49:06.100Z,37.5327,-118.8763,6.1,1.1,Md,13,187.2,0.07186522,0.02,nc,nc72224221,2014-05-19T20:05:06.135Z,"15km SSE of Mammoth Lakes, California",earthquake
2014-05-19T18:32:53.990Z,37.5291672,-118.9751663,5.25,1.36,md,16,215,0.08864,0.02,nc,nc72224211,2014-05-19T23:30:10.607Z,"13km S of Mammoth Lakes, California",earthquake
2014-05-19T18:31:59.270Z,38.8518333,-122.7683334,1.98,0.89,md,12,146,0.01116,0.03,nc,nc72224206,2014-05-19T19:16:10.536Z,"5km NW of Cobb, California",earthquake
2014-05-19T18:27:31.400Z,36.7493,-121.3458,8.5,0.8,Md,15,140.4,0.02694946,0.06,nc,nc72224201,2014-05-23T21:57:05.094Z,"Central California",earthquake
2014-05-19T18:21:04.470Z,-49.4572,126.0391,10,4.8,mb,,127,16.1,1.61,us,usb000qv5e,2014-05-22T15:59:32.395Z,"Western Indian-Antarctic Ridge",earthquake
2014-05-19T18:20:53.000Z,60.2515,-150.7875,58.6,2.7,ml,,,,0.71,ak,ak11266564,2014-05-24T00:18:12.121Z,"30km SSE of Soldotna, Alaska",earthquake
2014-05-19T18:20:12.260Z,33.2978333,-116.8313333,15.37,1.07,ml,26,90,0.0615,0.15,ci,ci15503353,2014-05-20T17:14:39.280Z,"16km S of Aguanga, California",earthquake
2014-05-19T18:19:45.760Z,33.2988333,-116.8285,15.32,1.09,ml,19,102,0.06166,0.15,ci,ci15503345,2014-05-20T17:11:04.770Z,"16km SSE of Aguanga, California",earthquake
2014-05-19T18:16:12.000Z,63.1622,-150.5199,116.8,1.1,ml,,,,0.4,ak,ak11270844,2014-05-24T00:16:11.619Z,"Central Alaska",earthquake
2014-05-19T18:08:00.800Z,19.4458,-154.9182,3.9,1.3,Md,,216,0.00898315,0.02,hv,hv60696896,2014-05-20T17:40:07.389Z,"2km S of Leilani Estates, Hawaii",earthquake
2014-05-19T18:07:30.500Z,35.774,-97.487,7.6,2.5,ml,,,,0.26,us,usb000qvlt,2014-05-22T18:52:12.227Z,"12km SSW of Guthrie, Oklahoma",earthquake
2014-05-19T18:05:06.000Z,60.4197,-147.1627,26.9,1.4,ml,,,,0.75,ak,ak11270843,2014-05-24T00:16:10.316Z,"Southern Alaska",earthquake
2014-05-19T18:04:45.100Z,19.3552,-155.1333,8.4,2.2,Ml,,111.6,0.01796631,0.07,hv,hv60696891,2014-05-20T01:08:12.206Z,"13km SE of Volcano, Hawaii",earthquake
2014-05-19T17:59:04.050Z,33.2976667,-116.829,15.26,1.3,ml,28,53,0.0625,0.15,ci,ci15503337,2014-05-20T17:07:00.180Z,"16km SSE of Aguanga, California",earthquake
2014-05-19T17:58:25.630Z,33.2998333,-116.83,15.68,0.83,ml,13,97,0.0602,0.12,ci,ci15503329,2014-05-20T17:03:25.690Z,"16km SSE of Aguanga, California",earthquake
2014-05-19T17:41:59.000Z,63.5252,-147.3841,1.7,1,ml,,,,0.72,ak,ak11266559,2014-05-24T00:14:21.394Z,"79km ENE of Cantwell, Alaska",earthquake
2014-05-19T17:32:15.000Z,63.5436,-150.981,12.4,0.5,ml,,,,0.64,ak,ak11266584,2014-05-24T00:13:51.123Z,"102km W of Cantwell, Alaska",earthquake
2014-05-19T17:23:57.600Z,46.1695,-122.3232,9.7,0,Md,,100.8,0.00898315,0.09,uw,uw60781716,2014-05-19T18:40:15.349Z,"30km NNE of Amboy, Washington",earthquake
2014-05-19T17:07:06.630Z,33.8421667,-116.863,13.9,2.17,ml,82,21,0.05529,0.14,ci,ci15503313,2014-05-20T16:49:43.030Z,"9km S of Banning, California",earthquake
2014-05-19T16:58:31.000Z,19.1837,-66.4172,8,2.8,Md,9,295.2,0.70966907,0.2,pr,pr14139005,2014-05-20T01:01:01.906Z,"79km N of Brenas, Puerto Rico",earthquake
2014-05-19T16:43:39.000Z,62.0587,-145.1469,15.4,1.5,ml,,,,0.92,ak,ak11266507,2014-05-24T00:13:58.546Z,"21km ESE of Glennallen, Alaska",earthquake
2014-05-19T16:39:14.000Z,51.928,178.822,50,2.4,ml,,,,0.38,ak,ak11266506,2014-05-24T00:13:57.355Z,"21km E of Little Sitkin Island, Alaska",earthquake
2014-05-19T16:33:37.500Z,18.1625,-67.2724,11,2.2,Md,4,183.6,0.21829061,0.18,pr,pr14139006,2014-05-19T18:06:55.027Z,"13km NW of Puerto Real, Puerto Rico",earthquake
2014-05-19T16:29:58.800Z,19.4192,-155.4935,14.6,1.1,Md,,104.4,0.05389892,0.09,hv,hv60696846,2014-05-20T17:21:34.061Z,"23km N of Pahala, Hawaii",earthquake
2014-05-19T16:05:43.000Z,61.5331,-151.6047,70.1,1.6,ml,,,,0.66,ak,ak11266461,2014-05-24T00:14:01.229Z,"86km WSW of Willow, Alaska",earthquake
2014-05-19T16:00:01.000Z,61.3082,-146.5934,14.9,1.2,ml,,,,0.25,ak,ak11266460,2014-05-24T00:13:22.614Z,"Southern Alaska",earthquake
2014-05-19T15:51:02.000Z,38.8207,-122.7638,2.8,0.5,Md,7,100.8,0.01796631,0.01,nc,nc72224161,2014-05-19T19:25:11.585Z,"3km W of Cobb, California",earthquake
2014-05-19T15:50:32.100Z,19.3878,-155.2787,2.8,2.7,Ml,,43.2,0,0.23,hv,hv60696836,2014-05-19T23:54:59.471Z,"6km SW of Volcano, Hawaii",earthquake
2014-05-19T15:50:27.000Z,60.181,-141.2568,0,1.5,ml,,,,0.6,ak,ak11266458,2014-05-24T00:13:21.413Z,"Southern Alaska",earthquake
2014-05-19T15:40:04.300Z,18.0389,-67.086,19,1.5,Md,4,144,0.03952587,0.07,pr,pr14139007,2014-05-19T19:25:28.795Z,"0km W of Palmarejo, Puerto Rico",earthquake
2014-05-19T15:26:52.000Z,51.334,-172.1642,25.3,2.6,ml,,,,0.43,ak,ak11266416,2014-05-24T00:15:57.166Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-05-19T15:26:22.000Z,53.9488,-164.7404,46.4,2.7,ml,,,,0.38,ak,ak11266414,2014-05-24T00:15:07.755Z,"Unimak Island region, Alaska",earthquake
2014-05-19T15:25:48.180Z,38.831665,-122.7981644,2.31,1.21,md,17,56,0.009091,0.03,nc,nc72224146,2014-05-19T18:15:08.638Z,"6km W of Cobb, California",earthquake
2014-05-19T15:17:46.000Z,62.8535,-148.1406,62.3,0.6,ml,,,,0.12,ak,ak11266413,2014-05-24T00:13:17.764Z,"Central Alaska",earthquake
2014-05-19T14:36:41.000Z,62.7563,-150.6491,87.4,1.2,ml,,,,0.44,ak,ak11266412,2014-05-24T00:14:05.095Z,"55km NNW of Talkeetna, Alaska",earthquake
2014-05-19T14:32:59.000Z,63.3183,-151.3166,13.9,0.7,ml,,,,0.9,ak,ak11270831,2014-05-24T00:16:09.066Z,"Central Alaska",earthquake
2014-05-19T14:30:51.000Z,63.1833,-151.3487,16.7,0.8,ml,,,,0.78,ak,ak11270830,2014-05-24T00:16:07.570Z,"Central Alaska",earthquake
2014-05-19T14:17:14.200Z,36.0986667,-118.0596667,0.08,1.24,ml,19,77,0.1643,0.12,ci,ci15503305,2014-05-20T17:40:56.260Z,"50km NE of Kernville, California",earthquake
2014-05-19T14:16:47.520Z,-35.3854,-175.5756,10,4.6,mb,,167,8.338,0.69,us,usb000qupk,2014-05-19T22:19:20.729Z,"East of the North Island of New Zealand",earthquake
2014-05-19T13:55:27.700Z,47.6175,-122.2973,0,0.9,Md,,111.6,0.07186522,0.29,uw,uw60054008,2014-05-19T22:00:51.897Z,"2km ENE of Seattle, Washington",earthquake
2014-05-19T13:55:03.600Z,38.789,-122.7678,10.8,0.5,Md,9,93.6,0.01796631,0.06,nc,nc72224131,2014-05-19T14:44:05.010Z,"1km NW of The Geysers, California",earthquake
2014-05-19T13:54:56.000Z,60.1275,-150.0989,37.6,1.4,ml,,,,0.25,ak,ak11270829,2014-05-24T00:16:04.812Z,"Kenai Peninsula, Alaska",earthquake
2014-05-19T13:54:37.340Z,33.5665,-116.7558333,2.83,0.06,ml,15,150,0.01551,0.16,ci,ci15503297,2014-05-20T00:54:41.860Z,"7km W of Anza, California",earthquake
2014-05-19T13:53:14.300Z,40.304,-124.4505,9.6,1.5,Md,15,259.2,0.12576414,0.14,nc,nc72224126,2014-05-24T02:36:05.900Z,"34km SSW of Ferndale, California",earthquake
2014-05-19T13:53:11.000Z,52.1779,-172.8898,74.8,3.6,ml,,,,0.64,ak,ak11266404,2014-05-24T00:17:19.542Z,"89km E of Atka, Alaska",earthquake
2014-05-19T13:44:58.000Z,60.8522,-146.8883,21.3,1.3,ml,,,,0.56,ak,ak11266403,2014-05-24T00:13:16.590Z,"Southern Alaska",earthquake
2014-05-19T13:39:35.000Z,58.8639,-151.5825,56.7,2,ml,,,,0.55,ak,ak11266401,2014-05-24T00:13:59.776Z,"86km S of Homer, Alaska",earthquake
2014-05-19T13:26:13.310Z,38.7921677,-122.802002,3.75,0.86,md,23,132,0.01105,0.02,nc,nc72224111,2014-05-19T16:22:05.815Z,"4km WNW of The Geysers, California",earthquake
2014-05-19T13:18:43.840Z,39.0449982,-123.0846634,2.46,1.96,md,12,102,0.05098,0.03,nc,nc72224106,2014-05-19T17:04:10.609Z,"12km SE of Talmage, California",earthquake
2014-05-19T13:18:19.000Z,64.4311,-146.3598,14.7,0.6,ml,,,,0.42,ak,ak11266396,2014-05-24T00:13:15.359Z,"Central Alaska",earthquake
2014-05-19T13:17:16.110Z,39.0446663,-123.0881653,1.36,1.9,md,13,102,0.05257,0.04,nc,nc72224101,2014-05-19T16:29:06.557Z,"12km SE of Talmage, California",earthquake
2014-05-19T13:12:15.190Z,30.042,140.3414,137.13,4.7,mb,,98,3.096,0.62,us,usb000qumd,2014-05-19T21:14:53.159Z,"Izu Islands, Japan region",earthquake
2014-05-19T13:12:12.000Z,61.3423,-150.763,52,1.2,ml,,,,0.37,ak,ak11266395,2014-05-24T00:13:13.955Z,"Southern Alaska",earthquake
2014-05-19T13:08:26.860Z,33.8981667,-116.8318333,15.91,0.63,ml,18,113,0.07051,0.15,ci,ci15503289,2014-05-20T00:51:22.850Z,"4km WSW of Cabazon, California",earthquake
2014-05-19T13:06:20.000Z,60.3985,-147.7364,5.7,1.5,ml,,,,0.67,ak,ak11266360,2014-05-24T00:14:19.865Z,"Southern Alaska",earthquake
2014-05-19T12:49:57.000Z,61.266,-146.7284,20,1.5,ml,,,,0.48,ak,ak11266356,2014-05-24T00:14:03.786Z,"25km NW of Valdez, Alaska",earthquake
2014-05-19T12:36:04.000Z,60.5702,-151.2503,56.8,2,ml,,,,0.44,ak,ak11266352,2014-05-24T00:14:07.581Z,"1km NNE of Kenai, Alaska",earthquake
2014-05-19T12:20:14.620Z,36.0465,-120.6161667,9.03,0.58,md,20,217,0.02753,0.06,nc,nc72224096,2014-05-23T19:29:40.810Z,"25km WSW of Coalinga, California",earthquake
2014-05-19T12:12:10.000Z,63.7902,-147.846,88.4,1.2,ml,,,,0.33,ak,ak11266348,2014-05-24T00:14:06.410Z,"55km E of Healy, Alaska",earthquake
2014-05-19T12:11:15.100Z,37.2012,-121.596,3.8,1.4,Md,12,111.6,0.04491576,0.08,nc,nc72224091,2014-05-19T15:53:07.552Z,"9km NNE of Morgan Hill, California",earthquake
2014-05-19T12:03:29.900Z,38.8242,-122.8252,2.9,0.6,Md,9,140.4,0.00898315,0.02,nc,nc72224086,2014-05-19T14:26:03.021Z,"7km NW of The Geysers, California",earthquake
2014-05-19T12:02:30.390Z,41.0504,142.0779,74.74,4.5,mb,,137,1.259,0.54,us,usb000qula,2014-05-19T21:18:57.829Z,"72km NE of Misawa, Japan",earthquake
